,Value
Accuracy,0.8380328148324303
Mean Per Class Accuracy,0.5916312990583009
Mean I/U,0.46492025395065484
Bicyclist,0.1422416788270447
Building,0.6620059376645091
Car,0.5691524275689671
Column_Pole,0.17683817953702555
Fence,0.2712281779552552
Pedestrian,0.24175835459740314
Road,0.851238159969827
Sidewalk,0.5581058959537573
SignSymbol,0.14668411436472273
Sky,0.8731396645768504
VegetationMisc,0.6217302024418406
