,Value
Accuracy,0.8948072408590662
Mean Per Class Accuracy,0.7300743570553739
Mean I/U,0.5544391285020196
Bicyclist,0.29687702917916925
Building,0.7592010802517565
Car,0.6315028300163429
Column_Pole,0.29541693565538235
Fence,0.20705695014119266
Pedestrian,0.3603502732040301
Road,0.9159377117835423
Sidewalk,0.8032806216767358
SignSymbol,0.20762194612130233
Sky,0.9232249531851618
VegetationMisc,0.6983600823075993
