,mean,std
SegNet,54.06655178272298,3.1462048351423224
Tiramisu-56,75.18906638558421,1.0288518492586274
Tiramisu-67,115.81396697355169,0.18116225723081703
Tiramisu-103,119.6606304895665,1.609614383813763
Tiramisu-103 (Epistemic Approximation),120.43776110346828,0.7921477756963707
Tiramisu-103 (Aleatoric),131.23045682108827,0.6077391140328251
Bayesian-SegNet,3450.940964144788,8.237673296182226
Tiramisu-103 (Epistemic),7297.093232627958,29.557990904444477
